number-n 不少 数量 0.134 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 觉得 认为 0.57 syn
think-v 认为 认为 1.0 poly
think-v 认为 想到 0.293 syn
think-v 认为 认为 1.0 poly
think-v 认为 认为 1.0 poly
think-v 认为 认为 1.0 poly
think-v 认为 认为 1.0 poly
think-v 认为 认为 1.0 poly
think-v 认为 认为 1.0 poly
think-v 认为 认为 1.0 poly
think-v 认为 认为 1.0 poly
think-v 认为 认为 1.0 poly
think-v 认为 想到 0.293 syn
think-v 认为 想到 0.293 syn
think-v 认为 想到 0.293 syn
think-v 认为 想到 0.293 syn
think-v 认为 想到 0.293 syn
think-v 认为 想到 0.293 syn
think-v 认为 想到 0.293 syn
think-v 认为 想到 0.293 syn
think-v 认为 想到 0.293 syn
school-n 学校 学校 1.0 poly
school-n 学校 学校 1.0 poly
school-n 学校 小学 0.825 poly
school-n 学校 中学 0.816 poly
school-n 学校 校园 0.642 syn
school-n 学校 校园 0.642 syn
school-n 学校 中学 0.816 poly
school-n 学校 小学 0.825 poly
school-n 学校 中学 0.816 poly
school-n 学校 小学 0.825 poly
school-n 学校 小学 0.825 poly
school-n 校园 高中 0.617 syn
school-n 小学 高中 0.883 poly
school-n 中学 高中 0.871 poly
pull-v 拉 拆下 0.024 syn
enter-v 进来 进入 0.181 syn
enter-v 进来 进入 0.181 syn
enter-v 进入 走进 0.432 syn
enter-v 进入 走进 0.432 syn
enter-v 进入 走进 0.432 syn
keep-v 保留 维持 0.076 syn
keep-v 老是 不断 0.019 syn
keep-v 做去 保持 -0.116 syn
keep-v 不断 下去 0.35 syn
keep-v 保持 隐瞒 0.069 syn
sort-n 种 ［ -0.044 syn
progress-n 进步 进展 0.416 syn
progress-n 进展 进展 1.0 poly
tell-v 讲述 讲 0.395 syn
tell-v 讲述 告诉 0.49 syn
tell-v 讲述 告诉 0.49 syn
tell-v 讲述 告诉 0.49 syn
tell-v 讲述 告诉 0.49 syn
tell-v 妙不可言 讲 0.31 syn
tell-v 妙不可言 告诉 0.123 syn
tell-v 妙不可言 告诉 0.123 syn
tell-v 妙不可言 告诉 0.123 syn
tell-v 妙不可言 告诉 0.123 syn
tell-v 告知 讲 0.061 syn
tell-v 告知 告诉 0.365 syn
tell-v 告知 告诉 0.365 syn
tell-v 告知 告诉 0.365 syn
tell-v 告知 告诉 0.365 syn
tell-v 告知 告诉 0.365 syn
tell-v 告知 告诉 0.365 syn
tell-v 告知 告诉 0.365 syn
tell-v 告知 告诉 0.365 syn
tell-v 告知 告诉 0.365 syn
tell-v 讲 告诉 0.515 syn
tell-v 讲 告诉 0.515 syn
tell-v 讲 告诉 0.515 syn
tell-v 讲 告诉 0.515 syn
tell-v 讲 告诉 0.515 syn
tell-v 讲 告诉 0.515 syn
tell-v 讲 告诉 0.515 syn
tell-v 讲 告诉 0.515 syn
tell-v 讲 告诉 0.515 syn
tell-v 讲 告诉 0.515 syn
tell-v 讲 告诉 0.515 syn
tell-v 讲 告诉 0.515 syn
tell-v 讲 告诉 0.515 syn
tell-v 讲 告诉 0.515 syn
play-v 演奏 放 0.04 syn
play-v 玩去 下棋 0.765 poly
play-v 玩去 打球 0.664 poly
play-v 玩 玩 1.0 poly
play-v 玩 打球 0.727 poly
confirm-v 就说 不置可否 0.552 syn
confirm-v 不置可否 确认 -0.009 syn
survive-v 撑过 幸存 0.434 syn
survive-v 幸存 下来 0.374 syn
benefit-v 好处 有利于 0.33 syn
bring-v 带 带到 0.413 syn
bring-v 带 引进 0.071 syn
bring-v 带 带到 0.413 syn
bring-v 带回 带到 0.7 poly
hack-v 砍 非得 0.357 syn
open-v 开放 开 0.127 syn
open-v 开放 开 0.127 syn
open-v 开业 开 0.309 syn
open-v 开幕 开 0.155 syn
story-n 讲述 传 0.352 syn
story-n 讲述 故事 0.326 syn
story-n 传 故事 0.49 syn
story-n 故事 故事 1.0 poly
story-n 故事 故事 1.0 poly
story-n 故事 故事 1.0 poly
story-n 故事 故事 1.0 poly
story-n 故事 故事 1.0 poly
choose-v 挑选 选址 0.276 syn
choose-v 选择 选择 1.0 poly
choose-v 选择 香港人 0.336 syn
choose-v 选择 选为 0.161 syn
job-n 份 工作 -0.03 syn
job-n 工作 工作 1.0 poly
guess-v 猜想 猜 0.399 syn
fly-v 飞到 飞进 0.628 syn
fly-v 飞越 驾驶 0.188 syn
place-n 地方 地方 1.0 poly
woman-n 女士 女人 0.019 syn
woman-n 女士 女性 0.062 syn
woman-n 女士 男女 0.07 syn
woman-n 女人 女性 0.432 syn
woman-n 女人 妇女 0.286 syn
woman-n 女人 女性 0.432 syn
woman-n 女人 妇女 0.286 syn
woman-n 女人 女性 0.432 syn
woman-n 女人 男女 0.351 syn
woman-n 女人 妇女 0.286 syn
woman-n 女人 女性 0.432 syn
woman-n 女人 妇女 0.286 syn
woman-n 女人 女性 0.432 syn
woman-n 女人 男女 0.351 syn
woman-n 女人 妇女 0.286 syn
woman-n 女性 妇女 0.62 syn
woman-n 女性 妇女 0.62 syn
woman-n 女性 男女 0.562 syn
turn-v 大祸 染红 0.68 poly
turn-v 染红 转为 0.073 syn
turn-v 先来 抵挡 0.179 syn
turn-v 转向 转到 0.515 syn
turn-v 转到 抵挡 0.291 syn
bomb-v 轰炸 炸 0.304 syn
bomb-v 轰炸 炸 0.304 syn
bomb-v 轰炸 炸 0.304 syn
protect-v 维护 保护 0.44 syn
protect-v 防止 保护 0.467 syn
protect-v 防止 保护 0.467 syn
protect-v 保护 保卫 0.463 syn
protect-v 保护 保卫 0.463 syn
protect-v 保护 保卫 0.463 syn
protect-v 保护 保卫 0.463 syn
avoid-v 避开 避免 0.576 syn
fact-n 事实 事实 1.0 poly
invade-v 德军 侵略 0.306 syn
food-n 粮食 食物 0.481 syn
team-n 小组 团队 0.142 syn
hour-n 时段 小时 0.51 syn
hour-n 时段 小时 0.51 syn
hour-n 时段 小时 0.51 syn
hour-n 小时 小时 1.0 poly
hour-n 小时 小时 1.0 poly
prediction-n 预报 预言 0.084 syn
prediction-n 预报 发布 0.42 syn
system-n 系统 系统 1.0 poly
ask-v 询问 问 0.43 syn
ask-v 询问 问 0.43 syn
ask-v 询问 问 0.43 syn
ask-v 诉求 要求 0.22 syn
ask-v 问 问到 0.497 syn
ask-v 问 问起 0.488 syn
ask-v 问 问问 0.646 syn
ask-v 问 问起 0.488 syn
ask-v 问 问问 0.646 syn
ask-v 问 问问 0.646 syn
ask-v 问 问起 0.488 syn
ask-v 问 问问 0.646 syn
ask-v 问 问起 0.488 syn
ask-v 问 问到 0.497 syn
ask-v 问 问到 0.497 syn
ask-v 问 问起 0.488 syn
ask-v 问 问问 0.646 syn
succession-n 维修 先后 0.095 syn
exist-v 凡是 存在 0.021 syn
caution-v 提醒 力谏 0.074 syn
message-n 内容 信息 0.504 syn
message-n 信息 及其 0.201 syn
message-n 及其 发出 0.108 syn
association-n 农会 联社 0.366 syn
association-n 农会 协会 0.275 syn
association-n 农会 协会 0.275 syn
association-n 农会 协会 0.275 syn
association-n 妇联 协会 0.267 syn
association-n 妇联 协会 0.267 syn
association-n 妇联 协会 0.267 syn
association-n 妇联 协会 0.267 syn
association-n 联社 协会 0.281 syn
carry-v 带 登 0.398 syn
carry-v 带 身上 0.511 syn
carry-v 刊登 登 0.284 syn
remain-v 仍然 保持 0.293 syn
accept-v 接受 认可 0.441 syn
meet-v 遇到 见面 0.24 syn
meet-v 会面 见面 0.689 poly
meet-v 见面 见面 1.0 poly
welcome-v 收看 欢迎 0.234 syn
welcome-v 收看 欢迎 0.234 syn
welcome-v 欢迎 欢迎 1.0 poly
welcome-v 欢迎 欢迎 1.0 poly
welcome-v 欢迎 欢迎 1.0 poly
end-n 底 最终 0.123 syn
point-n 七十一亿 观点 -0.127 syn
house-n 屋 房子 0.424 syn
hope-v 原本 希望 0.306 syn
hope-v 原本 希望 0.306 syn
hope-v 原本 希望 0.306 syn
discuss-v 谈到 谈 0.401 syn
discuss-v 谈到 探讨 0.364 syn
discuss-v 谈到 讨论 0.45 syn
discuss-v 就是 谈 0.455 syn
discuss-v 就是 商量 0.528 syn
discuss-v 谈 讨论 0.328 syn
discuss-v 谈 讨论 0.328 syn
discuss-v 谈 讨论 0.328 syn
discuss-v 谈 讨论 0.328 syn
discuss-v 谈好 讨论 0.142 syn
discuss-v 讨论 商量 0.264 syn
discuss-v 讨论 探讨 0.645 syn
discuss-v 讨论 商量 0.264 syn
kill-v 致死 害 0.405 syn
kill-v 杀人 屠杀 0.603 syn
kill-v 杀人 杀死 0.505 syn
kill-v 炸死 死亡 0.55 syn
kill-v 屠杀 杀死 0.439 syn
kill-v 杀 害 0.388 syn
kill-v 杀 死亡 0.56 syn
kill-v 死亡 害 0.28 syn
kill-v 害 杀死 0.344 syn
educate-v 吃饱穿暖 教育 0.131 syn
announce-v 宣布 发布 0.515 syn
news-n 消息 新闻 0.375 syn
news-n 消息 新闻 0.375 syn
news-n 消息 新闻 0.375 syn
news-n 消息 新闻 0.375 syn
news-n 消息 新闻 0.375 syn
feeling-n 感觉 感情 0.471 syn
event-n 盛事 活动 0.378 syn
court-n 法院 法庭 0.838 poly
court-n 法庭 法庭 1.0 poly
court-n 法庭 法庭 1.0 poly
wait-v 等 等待 0.083 syn
wait-v 等 等待 0.083 syn
wait-v 等 迫不及待 -0.03 syn
wait-v 等 等着 0.034 syn
wait-v 等待 等到 0.465 syn
wait-v 迫不及待 等着 0.563 syn
wait-v 等着 等到 0.188 syn
idea-n 主意 主意 1.0 poly
watch-v 看看 收看 0.347 syn
watch-v 看看 关注 -0.064 syn
watch-v 看看 看 0.742 poly
watch-v 看看 收看 0.347 syn
watch-v 战况 看 0.021 syn
watch-v 看 收看 0.302 syn
watch-v 看 看 1.0 poly
watch-v 看 观看 0.285 syn
watch-v 看 看 1.0 poly
watch-v 看 收看 0.302 syn
watch-v 看 看 1.0 poly
watch-v 看 看 1.0 poly
watch-v 看 观看 0.285 syn
watch-v 看 看 1.0 poly
watch-v 看 收看 0.302 syn
watch-v 看 关注 -0.031 syn
watch-v 看 收看 0.302 syn
watch-v 看 收看 0.302 syn
watch-v 看 观看 0.285 syn
watch-v 收看 关注 0.291 syn
watch-v 收看 观看 0.459 syn
watch-v 收看 观看 0.459 syn
watch-v 收看 关注 0.291 syn
watch-v 观看 观看 1.0 poly
watch-v 观看 关注 0.134 syn
happen-v 发生 怎么样 0.089 syn
happen-v 发生 做到 0.031 syn
happen-v 发生 些 0.078 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事情 0.29 syn
happen-v 发生 怎么样 0.089 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事情 0.29 syn
happen-v 发生 做到 0.031 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事情 0.29 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事情 0.29 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事情 0.29 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事情 0.29 syn
happen-v 发生 事 0.146 syn
happen-v 发生 做到 0.031 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事情 0.29 syn
happen-v 发生 怎么样 0.089 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事情 0.29 syn
happen-v 发生 些 0.078 syn
happen-v 发生 做到 0.031 syn
happen-v 发生 怎么样 0.089 syn
happen-v 发生 怎么样 0.089 syn
happen-v 发生 做到 0.031 syn
happen-v 发生 些 0.078 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事情 0.29 syn
happen-v 发生 怎么样 0.089 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事情 0.29 syn
happen-v 发生 做到 0.031 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事情 0.29 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事情 0.29 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事情 0.29 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事情 0.29 syn
happen-v 发生 事 0.146 syn
happen-v 发生 做到 0.031 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事情 0.29 syn
happen-v 发生 怎么样 0.089 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事情 0.29 syn
happen-v 发生 些 0.078 syn
happen-v 发生 做到 0.031 syn
happen-v 发生 怎么样 0.089 syn
happen-v 发生 怎么样 0.089 syn
happen-v 发生 做到 0.031 syn
happen-v 发生 些 0.078 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事情 0.29 syn
happen-v 发生 怎么样 0.089 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事情 0.29 syn
happen-v 发生 做到 0.031 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事 0.146 syn
happen-v 发生 事情 0.29 syn
happen-v 来着 些 0.626 syn
happen-v 事 做到 0.211 syn
happen-v 事 怎么样 0.319 syn
happen-v 事 怎么样 0.319 syn
happen-v 事 做到 0.211 syn
happen-v 事 些 0.377 syn
happen-v 怎么样 事情 0.418 syn
handle-v 处理 办成 -0.025 syn
handle-v 处理 应对 0.265 syn
handle-v 处理 办 0.106 syn
handle-v 办 应对 -0.045 syn
reveal-v 披露 说出 0.278 syn
reveal-v 暴露无遗 出来 0.289 syn
attend-v 上学 参加 0.084 syn
attend-v 出席 学前班 -0.088 syn
consider-v 考虑 考虑 1.0 poly
consider-v 考虑 算 0.006 syn
consider-v 考虑 考虑 1.0 poly
cause-v 造成 使得 0.355 syn
see-v 瞧 看 0.541 syn
see-v 看看 看看 1.0 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看看 1.0 poly
see-v 看看 看到 0.449 syn
see-v 看看 看到 0.449 syn
see-v 看看 看出 0.281 syn
see-v 看看 见 0.139 syn
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看看 1.0 poly
see-v 看看 看到 0.449 syn
see-v 看看 看到 0.449 syn
see-v 看看 看到 0.449 syn
see-v 看看 看到 0.449 syn
see-v 看看 看到 0.449 syn
see-v 看看 看 0.742 poly
see-v 看看 看见 0.574 syn
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看看 1.0 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看见 0.574 syn
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看到 0.449 syn
see-v 看看 见 0.139 syn
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看见 0.574 syn
see-v 看看 看到 0.449 syn
see-v 看看 看到 0.449 syn
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 看看 看 0.742 poly
see-v 见到 再见 0.271 syn
see-v 见到 看到 0.802 poly
see-v 见到 看到 0.802 poly
see-v 见到 看到 0.802 poly
see-v 见到 看到 0.802 poly
see-v 见到 看到 0.802 poly
see-v 见到 看到 0.802 poly
see-v 见到 看到 0.802 poly
see-v 见到 再见 0.271 syn
see-v 见到 看到 0.802 poly
see-v 见到 看到 0.802 poly
see-v 见到 看到 0.802 poly
see-v 见到 看到 0.802 poly
see-v 见到 看到 0.802 poly
see-v 见到 看到 0.802 poly
see-v 见到 看到 0.802 poly
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 见 0.128 syn
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看 0.589 syn
see-v 看见 看一看 0.371 syn
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看 0.589 syn
see-v 看见 看 0.589 syn
see-v 看见 看见 1.0 poly
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
see-v 看见 看到 0.7 poly
